Status,Listing Office 1 - Office Code,Price,Days On Market,Approx Sq Ft,Status Date
SOLD,1603,"$585,000 ",105,700,9/21/17
SOLD,1580,"$370,500 ",40,500,9/21/17
SOLD,1598,"$1,430,000 ",66,1501,9/21/17
SOLD,1411,"$875,000 ",3,1028,9/22/17
SOLD,1650,"$682,500 ",49,1212,9/23/17
SOLD,1294,"$617,000 ",25,790,9/25/17
SOLD,1568,"$460,000 ",7,,9/25/17
SOLD,66,"$1,449,900 ",5,1464,9/25/17
SOLD,1186,"$705,500 ",13,1071,9/25/17
SOLD,1186,"$435,000 ",21,740,9/25/17
SOLD,1698,"$850,000 ",11,1307,9/25/17
SOLD,1186,"$850,000 ",31,955,9/25/17
SOLD,6261,"$525,000 ",21,689,9/25/17
SOLD,1186,"$499,000 ",16,600,9/25/17
SOLD,1623,"$716,625 ",28,1320,9/26/17
SOLD,1646,"$675,000 ",17,1175,9/26/17
SOLD,1411,"$825,000 ",0,1028,9/26/17
SOLD,1623,"$999,000 ",40,2001,9/26/17
SOLD,1623,"$776,000 ",14,1019,9/27/17
SOLD,298,"$790,000 ",11,1244,9/27/17
SOLD,6115,"$830,000 ",42,926,9/27/17
SOLD,64,"$684,000 ",17,993,9/27/17
SOLD,5845,"$930,000 ",37,1248,9/28/17
SOLD,5894,"$630,000 ",6,,9/28/17
SOLD,1600,"$428,000 ",4,600,9/28/17
SOLD,1623,"$530,000 ",35,814,9/28/17
SOLD,1623,"$712,000 ",61,1152,9/29/17
SOLD,1623,"$849,900 ",11,1039,9/29/17
SOLD,1639,"$659,000 ",77,1135,9/29/17
SOLD,1623,"$995,000 ",69,1323,9/29/17
SOLD,1606,"$585,000 ",19,881,9/29/17
SOLD,1639,"$480,000 ",34,763,9/29/17
SOLD,1622,"$635,500 ",13,956,9/29/17
SOLD,1294,"$645,000 ",21,839,9/30/17
SOLD,1186,"$662,000 ",20,902,10/2/17
SOLD,5900,"$999,500 ",8,1490,10/2/17
SOLD,5678,"$940,000 ",9,923,10/3/17
SOLD,5678,"$533,000 ",30,806,10/3/17
SOLD,151,"$710,000 ",4,771,10/4/17
SOLD,1622,"$495,000 ",8,582,10/4/17
SOLD,1603,"$470,000 ",54,631,10/4/17
SOLD,156,"$999,999 ",37,1500,10/5/17
SOLD,1186,"$777,000 ",36,1100,10/6/17
SOLD,1653,"$545,000 ",42,820,10/6/17
SOLD,54,"$660,000 ",20,,10/6/17
SOLD,1598,"$865,000 ",97,955,10/9/17
SOLD,1598,"$745,000 ",19,1330,10/9/17
SOLD,1411,"$1,375,000 ",0,1721,10/10/17
SOLD,5845,"$720,000 ",43,1260,10/10/17
SOLD,151,"$575,000 ",66,763,10/11/17
SOLD,1294,"$720,000 ",7,1265,10/11/17
SOLD,1598,"$635,000 ",22,,10/12/17
SOLD,1623,"$904,000 ",48,1576,10/12/17
SOLD,151,"$520,000 ",3,629,10/12/17
SOLD,1623,"$793,000 ",14,1166,10/13/17
SOLD,1641,"$729,000 ",17,1050,10/13/17
SOLD,66,"$604,000 ",6,1091,10/13/17
SOLD,1481,"$1,035,000 ",10,1185,10/13/17
SOLD,5845,"$980,000 ",24,1240,10/13/17
SOLD,156,"$730,000 ",10,1029,10/15/17
SOLD,156,"$2,440,000 ",30,650,10/16/17
SOLD,1568,"$425,000 ",37,560,10/16/17
SOLD,66,"$1,350,000 ",9,1620,10/17/17
SOLD,1623,"$1,952,000 ",13,2581,10/17/17
SOLD,1186,"$755,000 ",11,1148,10/17/17
SOLD,5606,"$700,000 ",28,964,10/17/17
SOLD,1623,"$835,000 ",1,1150,10/17/17
SOLD,5831,"$785,000 ",28,1100,10/17/17
SOLD,1641,"$478,000 ",7,691,10/18/17
SOLD,1605,"$565,000 ",19,880,10/19/17
SOLD,1623,"$607,500 ",54,800,10/19/17
SOLD,1623,"$940,000 ",10,1258,10/19/17
SOLD,1603,"$980,000 ",32,1494,10/20/17
SOLD,1605,"$3,575,000 ",28,,10/20/17
SOLD,5678,"$608,000 ",33,735,10/20/17
SOLD,1639,"$542,500 ",10,763,10/20/17
SOLD,1603,"$359,000 ",100,520,10/20/17
SOLD,1641,"$600,000 ",6,776,10/20/17
SOLD,1623,"$548,000 ",13,830,10/23/17
SOLD,1623,"$535,000 ",21,800,10/23/17
SOLD,1598,"$500,000 ",13,795,10/23/17
SOLD,156,"$982,500 ",67,1347,10/24/17
SOLD,1641,"$580,000 ",23,831,10/24/17
SOLD,1603,"$765,000 ",5,1040,10/25/17
SOLD,1623,"$1,490,000 ",3,2286,10/26/17
SOLD,6111,"$487,000 ",225,657,10/26/17
SOLD,1568,"$805,000 ",160,1180,10/26/17
SOLD,1411,"$1,850,000 ",30,,10/26/17
SOLD,1623,"$1,480,000 ",9,,10/27/17
SOLD,1294,"$510,000 ",70,850,10/27/17
SOLD,1603,"$766,000 ",50,1100,10/27/17
SOLD,151,"$740,000 ",4,1055,10/27/17
SOLD,1605,"$530,000 ",7,761,10/27/17
SOLD,1603,"$520,000 ",10,761,10/28/17
SOLD,66,"$629,900 ",28,901,10/28/17
SOLD,1623,"$849,000 ",23,1400,10/30/17
SOLD,298,"$1,250,000 ",22,1370,10/30/17
SOLD,1603,"$460,000 ",19,517,10/31/17
SOLD,1294,"$789,000 ",25,1066,10/31/17
SOLD,1623,"$990,000 ",10,1412,10/31/17
SOLD,1603,"$830,000 ",21,1020,10/31/17
SOLD,5417,"$1,126,995 ",20,1317,11/1/17
SOLD,298,"$2,295,000 ",119,2903,11/1/17
SOLD,151,"$366,000 ",42,706,11/1/17
SOLD,1641,"$450,000 ",7,618,11/1/17
SOLD,1623,"$528,750 ",39,764,11/1/17
SOLD,5417,"$1,059,995 ",12,1195,11/1/17
SOLD,5845,"$577,000 ",15,,11/1/17
SOLD,1623,"$949,000 ",13,1472,11/2/17
SOLD,5678,"$780,000 ",7,1035,11/2/17
SOLD,1623,"$1,700,000 ",3,2581,11/2/17
SOLD,1608,"$630,000 ",21,860,11/3/17
SOLD,1623,"$755,000 ",24,1258,11/3/17
SOLD,1623,"$1,695,000 ",68,2678,11/3/17
SOLD,5417,"$906,995 ",32,899,11/4/17
SOLD,64,"$470,000 ",31,700,11/5/17
SOLD,6105,"$1,050,000 ",32,1365,11/5/17
SOLD,66,"$524,900 ",21,776,11/6/17
SOLD,151,"$479,000 ",22,700,11/6/17
SOLD,1294,"$435,000 ",120,700,11/6/17
SOLD,5845,"$830,000 ",6,1248,11/6/17
SOLD,1186,"$649,000 ",22,938,11/7/17
SOLD,1561,"$475,000 ",67,660,11/7/17
SOLD,5417,"$1,093,995 ",70,1200,11/8/17
SOLD,5417,"$729,995 ",34,750,11/8/17
SOLD,66,"$739,000 ",24,1391,11/9/17
SOLD,1654,"$670,000 ",6,1028,11/10/17
SOLD,151,"$925,000 ",14,1315,11/10/17
SOLD,1603,"$589,000 ",5,838,11/10/17
SOLD,1623,"$645,000 ",9,1115,11/12/17
SOLD,1411,"$445,000 ",56,,11/13/17
SOLD,1653,"$307,000 ",51,425,11/13/17
SOLD,1623,"$433,000 ",13,563,11/13/17
SOLD,5845,"$1,400,000 ",6,1500,11/14/17
SOLD,1623,"$650,000 ",72,1100,11/14/17
SOLD,1623,"$785,000 ",63,1331,11/14/17
SOLD,1603,"$550,000 ",14,567,11/15/17
SOLD,1411,"$870,000 ",29,,11/15/17
SOLD,1623,"$635,000 ",7,820,11/16/17
SOLD,1623,"$740,000 ",28,1359,11/16/17
SOLD,5464,"$1,099,000 ",9,,11/16/17
SOLD,1603,"$838,000 ",85,1265,11/16/17
SOLD,1568,"$415,000 ",54,534,11/17/17
SOLD,151,"$369,000 ",3,507,11/17/17
SOLD,1186,"$552,500 ",25,812,11/17/17
SOLD,150,"$365,000 ",39,552,11/20/17
SOLD,1481,"$810,000 ",12,1190,11/20/17
SOLD,1623,"$870,000 ",50,1300,11/20/17
SOLD,64,"$748,000 ",28,1227,11/20/17
SOLD,298,"$1,380,000 ",15,1500,11/20/17
SOLD,298,"$2,250,000 ",13,2710,11/20/17
SOLD,156,"$378,500 ",10,607,11/20/17
SOLD,1598,"$1,050,000 ",31,1179,11/20/17
SOLD,5845,"$850,000 ",8,1020,11/20/17
SOLD,1186,"$849,000 ",12,1342,11/20/17
SOLD,1623,"$675,000 ",14,877,11/20/17
SOLD,1650,"$415,000 ",7,700,11/20/17
SOLD,1186,"$395,005 ",14,600,11/21/17
SOLD,1603,"$679,000 ",9,930,11/21/17
SOLD,1623,"$975,000 ",13,1507,11/21/17
SOLD,66,"$1,315,000 ",9,1479,11/21/17
SOLD,1623,"$745,500 ",32,1207,11/21/17
SOLD,1186,"$771,500 ",10,1154,11/21/17
SOLD,5417,"$854,995 ",23,899,11/21/17
SOLD,1623,"$720,000 ",7,1100,11/22/17
SOLD,1653,"$759,000 ",24,1141,11/23/17
SOLD,156,"$533,080 ",14,875,11/26/17
SOLD,5952,"$490,000 ",4,710,11/27/17
SOLD,1294,"$737,000 ",7,1324,11/27/17
SOLD,1603,"$500,000 ",22,615,11/28/17
SOLD,1603,"$597,000 ",57,812,11/28/17
SOLD,1641,"$845,000 ",20,1070,11/29/17
SOLD,1186,"$750,000 ",9,840,11/29/17
SOLD,6069,"$869,000 ",24,1120,11/29/17
SOLD,1294,"$825,000 ",82,1324,11/29/17
SOLD,1623,"$580,000 ",41,855,11/29/17
SOLD,1623,"$599,000 ",20,1065,11/29/17
SOLD,1654,"$580,000 ",13,761,11/30/17
SOLD,151,"$1,950,000 ",0,,11/30/17
SOLD,1481,"$367,000 ",7,476,11/30/17
SOLD,1646,"$549,000 ",14,812,11/30/17
SOLD,1623,"$1,195,000 ",16,1350,11/30/17
SOLD,298,"$415,000 ",62,610,12/1/17
SOLD,1186,"$1,227,500 ",5,1302,12/1/17
SOLD,1186,"$459,900 ",16,520,12/1/17
SOLD,156,"$1,900,000 ",51,,12/2/17
SOLD,156,"$1,775,000 ",57,,12/4/17
SOLD,151,"$632,000 ",15,920,12/4/17
SOLD,1623,"$460,000 ",9,550,12/5/17
SOLD,1603,"$710,000 ",29,1045,12/5/17
SOLD,1623,"$640,000 ",75,1100,12/5/17
SOLD,1598,"$2,550,000 ",108,,12/5/17
SOLD,1603,"$876,000 ",91,1390,12/5/17
SOLD,1623,"$1,255,000 ",18,1374,12/5/17
SOLD,5417,"$833,995 ",20,842,12/5/17
SOLD,1623,"$986,300 ",2,1400,12/5/17
SOLD,64,"$800,000 ",162,1235,12/8/17
SOLD,1186,"$995,000 ",21,1700,12/11/17
SOLD,156,"$880,000 ",6,1270,12/11/17
SOLD,1641,"$825,000 ",12,1281,12/13/17
SOLD,156,"$775,000 ",19,1105,12/13/17
SOLD,1641,"$1,125,000 ",21,1842,12/13/17
SOLD,1186,"$740,000 ",29,832,12/13/17
SOLD,1561,"$941,000 ",11,1300,12/14/17
SOLD,1639,"$979,000 ",13,1407,12/15/17
SOLD,1641,"$690,000 ",32,1025,12/15/17
SOLD,1294,"$795,000 ",27,,12/16/17
SOLD,156,"$1,475,000 ",191,,12/16/17
SOLD,1703,"$1,071,000 ",39,1276,12/17/17
SOLD,298,"$720,000 ",77,1225,12/18/17
SOLD,64,"$635,000 ",29,918,12/18/17
SOLD,1623,"$1,900,000 ",17,1939,12/18/17
SOLD,1598,"$829,900 ",39,1200,12/18/17
SOLD,1598,"$915,000 ",100,1072,12/18/17
SOLD,1603,"$466,000 ",63,707,12/19/17
SOLD,151,"$670,000 ",26,1062,12/19/17
SOLD,151,"$795,000 ",16,1028,12/19/17
SOLD,1592,"$810,000 ",17,1200,12/19/17
SOLD,5417,"$1,436,995 ",103,1429,12/19/17
SOLD,66,"$352,850 ",29,502,12/19/17
SOLD,151,"$590,000 ",21,1143,12/19/17
SOLD,1603,"$579,000 ",14,776,12/19/17
SOLD,1623,"$709,000 ",6,1023,12/20/17
SOLD,1186,"$775,000 ",7,1050,12/20/17
SOLD,1623,"$1,201,000 ",6,1506,12/21/17
SOLD,1597,"$552,000 ",17,800,12/21/17
SOLD,298,"$495,000 ",10,710,12/22/17
SOLD,1639,"$420,000 ",63,640,12/22/17
SOLD,1641,"$1,299,000 ",14,1298,12/22/17
SOLD,1543,"$993,750 ",21,1160,12/22/17
SOLD,1294,"$840,000 ",34,1253,12/22/17
SOLD,298,"$731,000 ",6,,12/22/17
SOLD,1623,"$875,000 ",16,1250,12/22/17
SOLD,156,"$445,000 ",48,1020,12/23/17
SOLD,6036,"$700,500 ",6,991,12/26/17
SOLD,1623,"$539,000 ",67,885,12/26/17
SOLD,1603,"$848,000 ",26,1190,12/28/17
SOLD,1294,"$1,240,000 ",44,1275,12/28/17
SOLD,5845,"$1,820,000 ",72,,12/28/17
SOLD,5518,"$320,000 ",11,563,12/28/17
SOLD,5901,"$950,000 ",72,1335,12/28/17
SOLD,1623,"$828,000 ",11,1342,12/29/17
SOLD,1419,"$565,000 ",27,753,12/29/17
SOLD,66,"$1,217,000 ",38,1318,12/30/17
SOLD,1623,"$575,000 ",7,814,12/30/17
SOLD,1639,"$965,000 ",28,1550,12/31/17
SOLD,66,"$815,000 ",3,1142,12/31/17
SOLD,1623,"$819,000 ",43,1177,1/1/18
SOLD,1603,"$699,000 ",27,1320,1/2/18
SOLD,1568,"$811,000 ",7,1107,1/3/18
SOLD,1623,"$500,000 ",27,700,1/3/18
SOLD,1623,"$1,310,000 ",39,1361,1/4/18
SOLD,1623,"$2,995,000 ",84,,1/5/18
SOLD,1186,"$789,000 ",4,1158,1/5/18
SOLD,1411,"$800,000 ",64,1028,1/5/18
SOLD,5678,"$749,000 ",7,1050,1/6/18
SOLD,5743,"$435,000 ",5,650,1/8/18
SOLD,1294,"$711,240 ",28,,1/8/18
SOLD,1608,"$589,000 ",39,835,1/8/18
SOLD,1635,"$1,849,000 ",46,,1/8/18
SOLD,1681,"$840,000 ",46,1373,1/9/18
SOLD,1623,"$408,000 ",29,678,1/9/18
SOLD,1603,"$1,055,000 ",13,1406,1/9/18
SOLD,5900,"$462,000 ",82,633,1/9/18
SOLD,151,"$721,500 ",28,1201,1/9/18
SOLD,1623,"$565,000 ",5,727,1/10/18
SOLD,156,"$1,710,000 ",8,2070,1/11/18
SOLD,1623,"$845,000 ",44,1252,1/11/18
SOLD,64,"$3,100,000 ",199,,1/12/18
SOLD,1186,"$865,000 ",51,1382,1/12/18
SOLD,1481,"$365,000 ",39,550,1/12/18
SOLD,156,"$529,000 ",22,855,1/13/18
SOLD,5518,"$356,000 ",20,450,1/14/18
SOLD,1739,"$2,025,000 ",76,2535,1/16/18
SOLD,6069,"$770,000 ",52,1000,1/16/18
SOLD,1411,"$1,675,000 ",20,,1/16/18
SOLD,83,"$1,850,000 ",11,2686,1/17/18
SOLD,156,"$560,000 ",36,785,1/17/18
SOLD,1186,"$395,000 ",22,573,1/17/18
SOLD,1419,"$948,000 ",13,1504,1/17/18
SOLD,1623,"$560,000 ",38,744,1/18/18
SOLD,1622,"$560,000 ",25,930,1/18/18
SOLD,1598,"$1,925,000 ",27,3364,1/18/18
SOLD,1603,"$765,000 ",26,1261,1/18/18
SOLD,5845,"$838,000 ",7,1281,1/22/18
SOLD,1598,"$1,789,000 ",0,2022,1/22/18
SOLD,1639,"$805,000 ",7,1000,1/22/18
SOLD,1623,"$820,000 ",82,1392,1/22/18
SOLD,1603,"$480,000 ",19,628,1/22/18
SOLD,1641,"$1,053,000 ",5,1346,1/22/18
SOLD,1623,"$927,000 ",20,1180,1/23/18
SOLD,298,"$685,000 ",10,1144,1/23/18
SOLD,64,"$1,695,000 ",224,,1/23/18
SOLD,298,"$575,000 ",39,937,1/25/18
SOLD,150,"$2,450,000 ",39,2062,1/26/18
SOLD,1526,"$595,000 ",195,785,1/29/18
SOLD,1411,"$765,000 ",91,1019,1/29/18
SOLD,1561,"$455,000 ",48,730,1/30/18
SOLD,156,"$899,000 ",16,1260,1/30/18
SOLD,1623,"$930,000 ",3,1245,1/31/18
SOLD,6231,"$1,230,000 ",13,,2/1/18
SOLD,1623,"$859,000 ",19,1246,2/1/18
SOLD,1623,"$598,000 ",47,805,2/1/18
SOLD,1623,"$290,000 ",45,410,2/2/18
SOLD,298,"$790,000 ",38,1075,2/2/18
SOLD,1294,"$566,000 ",7,807,2/2/18
SOLD,1568,"$835,000 ",18,1384,2/2/18
SOLD,1654,"$480,500 ",82,660,2/4/18
SOLD,1568,"$775,000 ",5,1244,2/5/18
SOLD,6111,"$1,770,000 ",31,,2/5/18
SOLD,1623,"$930,000 ",0,1368,2/5/18
SOLD,1623,"$355,000 ",9,503,2/5/18
SOLD,1186,"$1,075,000 ",62,1208,2/5/18
SOLD,1580,"$552,500 ",13,918,2/6/18
SOLD,298,"$365,000 ",119,550,2/6/18
SOLD,1186,"$1,229,000 ",36,1302,2/6/18
SOLD,66,"$1,230,000 ",17,1350,2/7/18
SOLD,64,"$998,995 ",0,1150,2/7/18
SOLD,5967,"$545,000 ",29,800,2/7/18
SOLD,1598,"$1,700,000 ",67,2706,2/7/18
SOLD,5417,"$1,421,995 ",29,1429,2/7/18
SOLD,1623,"$950,000 ",4,,2/8/18
SOLD,151,"$530,300 ",10,918,2/12/18
SOLD,1411,"$1,725,000 ",39,,2/13/18
SOLD,1639,"$437,500 ",22,695,2/13/18
SOLD,1639,"$525,000 ",12,780,2/13/18
SOLD,298,"$848,000 ",21,1300,2/13/18
SOLD,150,"$518,000 ",34,750,2/14/18
SOLD,6174,"$1,230,000 ",55,1768,2/14/18
SOLD,64,"$1,425,000 ",106,1388,2/15/18
SOLD,6002,"$480,044 ",56,683,2/15/18
SOLD,1598,"$625,000 ",47,,2/16/18
SOLD,156,"$2,200,000 ",230,2412,2/16/18
SOLD,1603,"$450,000 ",148,702,2/16/18
SOLD,1623,"$675,000 ",139,1336,2/17/18
SOLD,5845,"$675,000 ",24,,2/20/18
SOLD,6035,"$893,000 ",12,899,2/20/18
SOLD,5417,"$1,548,995 ",19,1429,2/20/18
SOLD,1623,"$1,577,500 ",99,2225,2/20/18
SOLD,1641,"$665,000 ",0,1237,2/21/18
SOLD,5678,"$910,000 ",3,1364,2/22/18
SOLD,1623,"$360,000 ",112,661,2/22/18
SOLD,66,"$994,000 ",9,1170,2/22/18
SOLD,5289,"$620,000 ",40,735,2/23/18
SOLD,42,"$528,000 ",57,896,2/23/18
SOLD,1603,"$539,000 ",10,894,2/23/18
SOLD,1623,"$490,000 ",9,710,2/26/18
SOLD,1605,"$485,000 ",27,664,2/27/18
SOLD,151,"$442,000 ",99,702,2/27/18
SOLD,151,"$1,310,000 ",0,2367,2/27/18
SOLD,156,"$1,050,000 ",40,1550,2/27/18
SOLD,1698,"$1,105,000 ",65,1185,2/27/18
SOLD,1603,"$749,000 ",139,1212,2/28/18
SOLD,1294,"$800,000 ",13,1320,2/28/18
SOLD,5743,"$345,000 ",105,496,2/28/18
SOLD,1598,"$2,970,000 ",56,2367,2/28/18
SOLD,1623,"$3,050,000 ",23,,2/28/18
SOLD,298,"$520,000 ",49,768,3/1/18
SOLD,1598,"$1,725,000 ",56,1865,3/1/18
SOLD,1641,"$455,000 ",31,618,3/1/18
SOLD,1481,"$595,000 ",3,744,3/2/18
SOLD,1294,"$530,000 ",7,660,3/2/18
SOLD,1598,"$2,475,000 ",133,,3/5/18
SOLD,1598,"$1,465,000 ",59,1573,3/5/18
SOLD,1623,"$1,542,500 ",110,2225,3/5/18
SOLD,151,"$777,000 ",15,1168,3/6/18
SOLD,1654,"$845,000 ",6,1043,3/6/18
SOLD,1698,"$1,735,000 ",148,2387,3/6/18
SOLD,1598,"$355,000 ",12,930,3/6/18
SOLD,151,"$930,000 ",68,1430,3/6/18
SOLD,1641,"$665,000 ",4,733,3/7/18
SOLD,5417,"$1,256,995 ",32,1228,3/7/18
SOLD,5606,"$812,500 ",6,895,3/8/18
SOLD,1600,"$482,500 ",17,665,3/8/18
SOLD,1568,"$565,000 ",6,702,3/8/18
SOLD,1600,"$489,000 ",2,625,3/8/18
SOLD,1623,"$445,000 ",73,,3/9/18
SOLD,1598,"$1,690,000 ",72,2000,3/12/18
SOLD,1598,"$1,700,000 ",0,2022,3/12/18
SOLD,1623,"$715,000 ",8,1144,3/14/18
SOLD,1598,"$2,530,000 ",14,1513,3/15/18
SOLD,1186,"$1,250,000 ",26,1145,3/15/18
SOLD,1623,"$782,500 ",12,1200,3/16/18
SOLD,1294,"$825,000 ",22,1150,3/16/18
SOLD,1186,"$1,806,250 ",12,2100,3/16/18
SOLD,1294,"$1,725,000 ",71,2087,3/16/18
SOLD,1598,"$1,725,000 ",0,2022,3/16/18
SOLD,64,"$635,000 ",9,873,3/16/18
SOLD,1623,"$950,000 ",5,1385,3/16/18
SOLD,1186,"$775,000 ",93,899,3/16/18
SOLD,298,"$605,000 ",85,1109,3/16/18
SOLD,1623,"$1,730,000 ",106,2581,3/16/18
SOLD,298,"$1,650,000 ",51,,3/16/18
SOLD,64,"$587,000 ",22,812,3/17/18
SOLD,1608,"$839,000 ",7,1280,3/19/18
SOLD,5900,"$749,000 ",19,1079,3/19/18
SOLD,1603,"$605,000 ",6,680,3/19/18
SOLD,1623,"$535,000 ",72,701,3/20/18
SOLD,1623,"$999,000 ",13,1206,3/20/18
SOLD,1639,"$595,000 ",14,735,3/20/18
SOLD,1294,"$1,275,000 ",78,2480,3/20/18
SOLD,298,"$1,130,000 ",32,1263,3/21/18
SOLD,1641,"$495,000 ",15,719,3/21/18
SOLD,78,"$400,000 ",22,553,3/22/18
SOLD,1641,"$550,000 ",16,885,3/22/18
SOLD,66,"$849,900 ",48,1255,3/23/18
SOLD,151,"$592,000 ",92,900,3/23/18
SOLD,1526,"$975,000 ",0,1800,3/23/18
SOLD,156,"$2,052,600 ",8,,3/23/18
SOLD,151,"$775,000 ",63,1075,3/23/18
SOLD,151,"$432,000 ",9,650,3/24/18
SOLD,1623,"$1,292,000 ",47,,3/26/18
SOLD,5364,"$415,000 ",148,530,3/26/18
SOLD,1623,"$510,000 ",13,784,3/26/18
SOLD,66,"$920,000 ",96,1710,3/26/18
SOLD,1186,"$1,053,000 ",7,1180,3/26/18
SOLD,1623,"$404,000 ",9,606,3/26/18
SOLD,1623,"$1,160,000 ",12,1320,3/26/18
SOLD,1641,"$765,000 ",17,901,3/27/18
SOLD,298,"$1,100,000 ",14,1547,3/27/18
SOLD,1603,"$445,000 ",7,1014,3/28/18
SOLD,1186,"$1,501,000 ",3,2269,3/28/18
SOLD,1598,"$1,730,000 ",9,2000,3/29/18
SOLD,64,"$559,000 ",11,733,3/29/18
SOLD,5900,"$410,000 ",13,520,3/30/18
SOLD,1641,"$860,000 ",18,1355,3/30/18
SOLD,1186,"$520,500 ",8,660,3/30/18
SOLD,5678,"$571,000 ",13,,3/30/18
SOLD,1603,"$625,000 ",17,900,3/30/18
SOLD,298,"$661,000 ",9,,4/2/18
SOLD,1623,"$985,000 ",23,1440,4/4/18
SOLD,1186,"$489,000 ",31,836,4/5/18
SOLD,1623,"$787,000 ",6,1070,4/6/18
SOLD,5845,"$680,000 ",109,1157,4/6/18
SOLD,66,"$595,000 ",12,898,4/6/18
SOLD,1294,"$950,000 ",5,1185,4/7/18
SOLD,1294,"$568,000 ",14,990,4/7/18
SOLD,6069,"$415,000 ",13,520,4/8/18
SOLD,64,"$820,000 ",98,1000,4/8/18
SOLD,1623,"$415,000 ",5,508,4/8/18
SOLD,1568,"$840,000 ",66,1324,4/9/18
SOLD,5634,"$1,277,000 ",20,1275,4/9/18
SOLD,66,"$489,000 ",10,736,4/9/18
SOLD,1598,"$1,925,000 ",120,3200,4/10/18
SOLD,5845,"$286,000 ",29,315,4/10/18
SOLD,5464,"$665,000 ",102,860,4/11/18
SOLD,5204,"$710,000 ",11,1079,4/11/18
SOLD,1603,"$786,450 ",8,1100,4/12/18
SOLD,1600,"$610,000 ",12,820,4/12/18
SOLD,298,"$668,000 ",2,,4/13/18
SOLD,1739,"$392,000 ",8,630,4/13/18
SOLD,1283,"$839,000 ",5,1220,4/13/18
SOLD,5925,"$581,000 ",8,,4/13/18
SOLD,1186,"$799,000 ",28,1172,4/16/18
SOLD,1650,"$550,000 ",13,811,4/16/18
SOLD,1623,"$1,040,000 ",8,1400,4/16/18
SOLD,1623,"$399,000 ",13,520,4/16/18
SOLD,5845,"$620,000 ",22,805,4/17/18
SOLD,1641,"$565,000 ",17,930,4/17/18
SOLD,1656,"$400,000 ",7,489,4/17/18
SOLD,1294,"$846,000 ",3,1273,4/17/18
SOLD,1739,"$869,000 ",10,1384,4/17/18
SOLD,1623,"$610,000 ",3,702,4/17/18
SOLD,1635,"$1,075,000 ",40,2190,4/17/18
SOLD,1623,"$1,083,000 ",6,1569,4/18/18
SOLD,1622,"$410,000 ",28,644,4/18/18
SOLD,1543,"$615,000 ",22,824,4/18/18
SOLD,1623,"$525,000 ",3,761,4/18/18
SOLD,156,"$1,150,000 ",47,1187,4/18/18
SOLD,1186,"$1,125,000 ",79,1239,4/19/18
SOLD,6176,"$791,000 ",7,1261,4/20/18
SOLD,5978,"$1,250,000 ",12,1463,4/20/18
SOLD,1623,"$527,000 ",38,946,4/20/18
SOLD,64,"$881,500 ",15,1155,4/20/18
SOLD,1568,"$730,000 ",106,1110,4/20/18
SOLD,1650,"$727,000 ",24,1050,4/23/18
SOLD,1481,"$543,000 ",6,642,4/23/18
SOLD,1186,"$720,000 ",15,1225,4/23/18
SOLD,298,"$905,000 ",7,1097,4/23/18
SOLD,1603,"$400,000 ",48,575,4/23/18
SOLD,1635,"$675,000 ",15,1166,4/24/18
SOLD,5417,"$1,282,000 ",55,1334,4/24/18
SOLD,298,"$1,999,999 ",5,1917,4/24/18
SOLD,1294,"$822,000 ",12,1120,4/24/18
SOLD,1623,"$1,250,000 ",8,1400,4/24/18
SOLD,1623,"$720,000 ",3,802,4/25/18
SOLD,1598,"$730,000 ",58,1161,4/25/18
SOLD,5925,"$220,000 ",314,788,4/26/18
SOLD,1186,"$1,150,000 ",7,1650,4/26/18
SOLD,151,"$449,000 ",17,702,4/26/18
SOLD,1603,"$715,000 ",2,900,4/26/18
SOLD,5925,"$310,000 ",2,800,4/26/18
SOLD,1598,"$1,250,000 ",147,1662,4/27/18
SOLD,1598,"$1,900,000 ",186,3033,4/27/18
SOLD,1623,"$331,000 ",204,450,4/27/18
SOLD,1623,"$880,000 ",92,1321,4/27/18
SOLD,1598,"$850,000 ",4,1452,4/30/18
SOLD,1294,"$438,000 ",7,474,4/30/18
SOLD,1623,"$625,000 ",13,816,4/30/18
SOLD,5900,"$461,000 ",15,574,4/30/18
SOLD,1186,"$750,000 ",11,883,4/30/18
SOLD,1623,"$590,000 ",13,1040,4/30/18
SOLD,1641,"$999,900 ",12,1400,4/30/18
SOLD,1603,"$366,000 ",14,550,4/30/18
SOLD,1598,"$1,300,000 ",9,1310,4/30/18
SOLD,1411,"$2,877,220 ",24,,4/30/18
SOLD,1598,"$950,000 ",36,1492,4/30/18
SOLD,1603,"$780,000 ",25,1310,5/1/18
SOLD,150,"$435,000 ",36,725,5/1/18
SOLD,1568,"$857,000 ",7,1106,5/1/18
SOLD,1481,"$387,000 ",8,550,5/1/18
SOLD,5464,"$745,000 ",148,1045,5/1/18
SOLD,1623,"$799,000 ",11,1212,5/1/18
SOLD,1623,"$649,000 ",7,860,5/1/18
SOLD,6111,"$510,000 ",7,771,5/1/18
SOLD,1598,"$605,000 ",10,735,5/2/18
SOLD,1598,"$1,745,000 ",11,1920,5/2/18
SOLD,5417,"$1,236,995 ",83,1301,5/2/18
SOLD,1598,"$1,185,000 ",145,1662,5/3/18
SOLD,6261,"$497,000 ",9,620,5/3/18
SOLD,1598,"$920,000 ",14,1342,5/4/18
SOLD,1598,"$2,450,000 ",0,2594,5/4/18
